Months_Inactive_12_mon,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
1,0.00017042,0.99983
3,0.00051788,0.99948
2,0.00023623,0.99976
1,0.97428,0.02572
3,0.00032112,0.99968
2,0.00033886,0.99966
3,0.99711,0.00288892
2,0.99129,0.00871
3,0.99411,0.00589
5,0.00020268,0.9998
3,0.00016883,0.99983
3,0.00060712,0.99939
2,0.00017091,0.99983
3,0.99694,0.00305523
1,0.00013405,0.99987
3,0.99411,0.00589
3,0.99673,0.00326528
2,0.99485,0.00515
2,9.4951e-05,0.99991
2,0.00035894,0.99964
3,0.99462,0.00538
3,0.00018146,0.99982
1,8.0782e-05,0.99992
1,9.6126e-05,0.9999
3,0.0003373,0.99966
1,9.9893e-05,0.9999
3,0.00018145,0.99982
2,4.7889e-05,0.99995
3,0.00010469,0.9999
3,7.2936e-05,0.99993
1,5.7151e-05,0.99994
3,7.5683e-05,0.99992
3,0.00043053,0.99957
2,4.2354e-05,0.99996
2,0.00011423,0.99989
3,0.00031726,0.99968
2,0.99418,0.00582
5,0.00012509,0.99987
3,0.00028395,0.99972
1,0.00015944,0.99984
2,0.00016815,0.99983
1,6.054e-05,0.99994
2,0.00012511,0.99987
1,4.0988e-05,0.99996
3,0.00030519,0.99969
3,0.00053543,0.99946
3,0.00031726,0.99968
2,0.00021834,0.99978
2,0.98576,0.01424
1,0.00013405,0.99987
2,0.98739,0.01261
2,0.00034248,0.99966
1,8.453e-05,0.99992
3,0.00018665,0.99981
3,0.00011061,0.99989
3,0.00026028,0.99974
2,7.1987e-05,0.99993
3,0.99681,0.00319278
2,0.00012144,0.99988
3,0.00010848,0.99989
2,4.1986e-05,0.99996
1,9.9893e-05,0.9999
6,0.00041093,0.99959
5,0.00012572,0.99987
3,0.00021165,0.99979
3,0.00019396,0.99981
1,9.3448e-05,0.99991
1,8.4436e-05,0.99992
2,0.00010387,0.9999
3,0.00019191,0.99981
3,0.99432,0.00568
3,0.00019396,0.99981
3,0.99807,0.00193323
2,0.00032656,0.99967
3,0.9952,0.00479863
2,0.00011482,0.99989
1,0.00018385,0.99982
3,0.00010943,0.99989
3,0.00041087,0.99959
3,0.99464,0.00536
1,5.6825e-05,0.99994
2,0.00010387,0.9999
3,0.00030516,0.99969
2,0.00033692,0.99966
2,0.99506,0.00494341
2,0.00012144,0.99988
4,0.99332,0.00668
2,0.00017949,0.99982
1,0.00015252,0.99985
3,0.00048673,0.99951
3,0.00030516,0.99969
3,0.99452,0.00548
3,0.0003139,0.99969
2,0.00029799,0.9997
3,0.00020516,0.99979
3,0.00032275,0.99968
3,0.00010458,0.9999
2,0.00019729,0.9998
3,0.00019191,0.99981
3,0.00055052,0.99945
3,0.00020735,0.99979
3,0.00022806,0.99977
2,0.0001933,0.99981
1,3.3505e-05,0.99997
2,0.0001861,0.99981
3,0.0003139,0.99969
3,0.00053055,0.99947
3,0.00030842,0.99969
2,4.0521e-05,0.99996
2,0.00031322,0.99969
2,0.00020077,0.9998
3,0.99251,0.00749
2,0.9948,0.0052
3,0.99671,0.00329379
3,0.0003262,0.99967
2,0.00028024,0.99972
2,0.00010684,0.99989
3,0.00016411,0.99984
1,4.7263e-05,0.99995
2,0.00017468,0.99983
2,0.00021834,0.99978
1,9.0056e-05,0.99991
1,0.00014422,0.99986
1,5.6158e-05,0.99994
3,0.00031104,0.99969
3,0.9978,0.00219584
1,0.00010183,0.9999
3,0.0001734,0.99983
3,0.00017486,0.99983
3,0.99447,0.00553
3,0.00030516,0.99969
3,0.00047086,0.99953
3,5.8284e-05,0.99994
1,0.00010183,0.9999
1,5.5077e-05,0.99994
3,0.00015871,0.99984
3,0.00016413,0.99984
4,0.99777,0.00223444
2,0.00010374,0.9999
3,0.00016883,0.99983
3,0.00034872,0.99965
1,9.7154e-05,0.9999
3,0.0005948,0.99941
3,0.0001834,0.99982
2,0.00012144,0.99988
2,0.99153,0.00847
3,0.00063671,0.99936
3,0.00048382,0.99952
1,8.453e-05,0.99992
1,2.5071e-05,0.99997
2,0.00019143,0.99981
5,0.99798,0.00201684
2,9.4951e-05,0.99991
3,0.0001857,0.99981
2,0.00019764,0.9998
3,0.00030519,0.99969
3,0.00031104,0.99969
3,0.00053543,0.99946
3,0.99223,0.00777
3,0.00030842,0.99969
3,0.00048435,0.99952
1,1.7925e-05,0.99998
3,0.00020735,0.99979
3,6.8504e-05,0.99993
1,5.1697e-05,0.99995
4,0.00044634,0.99955
5,0.00017726,0.99982
1,0.00017042,0.99983
2,9.4951e-05,0.99991
1,5.6825e-05,0.99994
1,0.00016574,0.99983
3,0.00062678,0.99937
2,0.00020077,0.9998
2,4.3568e-05,0.99996
2,0.00019143,0.99981
3,0.00041087,0.99959
2,0.00020424,0.9998
1,2.1081e-05,0.99998
2,0.00011382,0.99989
3,0.00018665,0.99981
3,0.00011574,0.99988
3,0.00015005,0.99985
1,0.00014834,0.99985
5,0.99104,0.00896
1,9.5249e-05,0.9999
5,0.99741,0.00258725
2,0.00020077,0.9998
1,0.00014421,0.99986
1,6.282e-05,0.99994
2,0.99527,0.00472896
1,0.00015942,0.99984
3,0.99816,0.00184351
2,0.00011811,0.99988
1,9.6126e-05,0.9999
2,0.00011703,0.99988
1,0.98049,0.01951
2,0.00020643,0.99979
3,0.00027008,0.99973
3,0.99671,0.00329379
3,0.00016883,0.99983
3,0.00055052,0.99945
2,0.00010672,0.99989
2,0.00012511,0.99987
1,7.9494e-05,0.99992
3,0.00030251,0.9997
1,0.00016861,0.99983
3,0.00050163,0.9995
3,0.99893,0.00106612
1,5.3542e-05,0.99995
1,0.00013405,0.99987
3,0.00015435,0.99985
2,6.6245e-05,0.99993
3,0.00027008,0.99973
3,0.0003139,0.99969
3,0.99411,0.00589
4,0.00040183,0.9996
3,6.6354e-05,0.99993
3,0.99813,0.00187387
2,8.4706e-05,0.99992
2,0.99793,0.00207303
3,0.9968,0.00320374
2,0.00019751,0.9998
1,5.3547e-05,0.99995
1,0.00015804,0.99984
3,0.00053543,0.99946
4,0.9974,0.00260048
2,0.00019683,0.9998
3,0.9983,0.00169532
1,0.00010512,0.99989
3,0.99673,0.00326528
3,0.99814,0.00186317
3,0.00032275,0.99968
3,0.99646,0.00354449
1,5.9391e-05,0.99994
3,0.00020735,0.99979
2,0.00010386,0.9999
3,0.00034503,0.99965
1,7.4811e-05,0.99993
3,0.00050163,0.9995
3,0.9972,0.00280059
2,0.00019517,0.9998
2,0.00011811,0.99988
2,0.00035213,0.99965
2,0.00031749,0.99968
3,0.0002596,0.99974
2,0.00019683,0.9998
1,8.1736e-05,0.99992
2,0.00012082,0.99988
1,5.6153e-05,0.99994
2,0.00032656,0.99967
2,7.1226e-05,0.99993
3,0.00017486,0.99983
3,0.00026028,0.99974
2,0.00011811,0.99988
3,0.99639,0.00360825
1,0.00015252,0.99985
2,0.99714,0.00286097
3,0.00041087,0.99959
3,0.99673,0.00326528
3,0.00053055,0.99947
2,0.00011703,0.99988
2,0.00010386,0.9999
2,0.00020643,0.99979
3,0.0003373,0.99966
2,0.00011937,0.99988
3,0.00032275,0.99968
3,0.00017486,0.99983
1,5.5559e-05,0.99994
3,0.00028395,0.99972
3,0.00030519,0.99969
3,0.99945,0.00055285
3,0.00044282,0.99956
1,0.00015252,0.99985
6,8.3245e-05,0.99992
3,0.00048435,0.99952
3,0.00036935,0.99963
1,0.00016776,0.99983
2,0.00012511,0.99987
3,0.99808,0.00191647
2,0.0001443,0.99986
2,8.3385e-05,0.99992
2,0.00032656,0.99967
2,0.00010672,0.99989
3,0.00047091,0.99953
3,0.00018864,0.99981
2,0.00012274,0.99988
2,0.00037057,0.99963
3,0.00032275,0.99968
3,0.00011377,0.99989
3,0.00015005,0.99985
1,0.00010231,0.9999
3,0.00043772,0.99956
2,0.00028024,0.99972
1,0.00010512,0.99989
3,0.00010943,0.99989
2,5.1813e-05,0.99995
1,0.00016399,0.99984
2,0.00010387,0.9999
4,0.00011963,0.99988
1,0.00016574,0.99983
3,0.00032275,0.99968
4,0.00052896,0.99947
1,5.7762e-05,0.99994
4,0.00010936,0.99989
3,6.9589e-05,0.99993
2,5.8902e-05,0.99994
3,0.00034503,0.99965
3,0.00018538,0.99981
2,0.99703,0.00296843
3,0.00010182,0.9999
3,0.99801,0.00198853
2,0.00032942,0.99967
2,0.99697,0.00302546
3,0.00018339,0.99982
4,0.00055021,0.99945
1,3.6508e-05,0.99996
2,0.00011937,0.99988
1,2.7707e-05,0.99997
4,0.00066189,0.99934
2,0.00010985,0.99989
4,0.00068536,0.99931
3,0.00055052,0.99945
2,0.00022525,0.99977
3,0.99808,0.00191647
4,0.99727,0.00272694
4,0.0006018,0.9994
2,0.0001861,0.99981
3,0.0002596,0.99974
3,0.99711,0.00288892
4,0.00060624,0.99939
2,0.00034664,0.99965
2,6.2633e-05,0.99994
2,7.8291e-05,0.99992
4,0.00024793,0.99975
3,0.99458,0.00542
3,0.000516,0.99948
1,5.663e-05,0.99994
1,5.3542e-05,0.99995
2,0.00019519,0.9998
4,0.00058531,0.99941
2,0.00020424,0.9998
2,0.99211,0.00789
1,0.00015942,0.99984
3,0.00028395,0.99972
4,0.0002344,0.99977
2,0.00019311,0.99981
3,0.00016883,0.99983
2,0.00010374,0.9999
2,0.00012982,0.99987
4,0.00013366,0.99987
3,0.00016883,0.99983
3,0.00031726,0.99968
1,0.00016861,0.99983
4,0.00016007,0.99984
5,0.99694,0.00305631
4,0.9971,0.00290471
2,9.4951e-05,0.99991
3,0.00055052,0.99945
3,0.00012505,0.99987
0,0.9669,0.0331
2,0.00011483,0.99989
2,6.0563e-05,0.99994
3,0.00030842,0.99969
1,0.00015804,0.99984
4,0.00068536,0.99931
1,0.00016399,0.99984
3,6.4505e-05,0.99994
1,0.00023984,0.99976
4,0.00058132,0.99942
4,0.99779,0.00221086
2,0.00021042,0.99979
3,0.99515,0.00484967
2,0.00032942,0.99967
3,0.99794,0.00205937
2,0.00019519,0.9998
4,0.9971,0.00290471
1,5.5559e-05,0.99994
2,0.00017468,0.99983
2,0.9948,0.0052
1,6.083e-05,0.99994
3,0.00018864,0.99981
3,0.00030516,0.99969
2,0.99495,0.00505
3,0.0005564,0.99944
4,0.00037935,0.99962
2,0.00033577,0.99966
2,0.00019143,0.99981
6,0.00024781,0.99975
1,9.6126e-05,0.9999
6,0.00042271,0.99958
4,0.00035543,0.99964
3,0.00017987,0.99982
2,0.00011066,0.99989
3,0.00036747,0.99963
3,0.00018864,0.99981
1,9.7154e-05,0.9999
3,0.00018145,0.99982
2,0.00035894,0.99964
3,0.00053543,0.99946
4,0.00056901,0.99943
3,0.00028395,0.99972
4,0.00037275,0.99963
2,0.99878,0.00122089
2,0.00020077,0.9998
3,6.6354e-05,0.99993
4,0.00022162,0.99978
3,0.00054115,0.99946
2,0.99907,0.0009337
1,6.6549e-05,0.99993
3,0.9933,0.0067
1,0.00011311,0.99989
3,0.00053543,0.99946
4,0.00037935,0.99962
2,0.9949,0.0051
2,0.00019519,0.9998
4,0.00056901,0.99943
3,0.00018665,0.99981
2,0.99236,0.00764
4,0.00022556,0.99977
4,0.00064703,0.99935
1,6.7967e-05,0.99993
4,0.00068536,0.99931
2,0.00019143,0.99981
2,0.00010985,0.99989
2,0.99452,0.00548
3,0.00019771,0.9998
2,0.00032945,0.99967
3,0.00050163,0.9995
4,0.00049651,0.9995
1,9.3457e-05,0.99991
3,0.00030516,0.99969
4,0.00036881,0.99963
2,0.00028814,0.99971
2,0.00017969,0.99982
1,6.083e-05,0.99994
2,6.6245e-05,0.99993
3,0.99819,0.00181217
1,1.9252e-05,0.99998
3,0.0002596,0.99974
3,0.00048435,0.99952
3,0.99389,0.00611
1,5.5277e-05,0.99994
3,6.4651e-05,0.99994
1,9.8837e-05,0.9999
3,0.00030516,0.99969
1,5.3542e-05,0.99995
2,0.99686,0.00313909
3,6.6602e-05,0.99993
2,0.00011937,0.99988
2,0.99169,0.00831
1,5.6153e-05,0.99994
6,7.5798e-05,0.99992
3,0.0006407,0.99936
4,0.99843,0.00156953
2,0.00011066,0.99989
4,0.99763,0.00236635
2,0.99675,0.00325077
3,0.00016883,0.99983
1,9.0056e-05,0.99991
2,4.3568e-05,0.99996
1,0.00015365,0.99985
2,6.6728e-05,0.99993
3,0.0002596,0.99974
1,0.00018595,0.99981
3,0.99674,0.00326498
2,4.5275e-05,0.99995
1,5.7151e-05,0.99994
3,0.00052052,0.99948
1,7.7279e-05,0.99992
3,0.99673,0.00326528
2,0.00019683,0.9998
3,0.00018665,0.99981
2,0.00032942,0.99967
2,0.00012144,0.99988
3,0.00018665,0.99981
2,0.00030653,0.99969
2,4.2354e-05,0.99996
1,0.00018218,0.99982
3,0.00016883,0.99983
2,0.00020077,0.9998
1,0.00018025,0.99982
3,0.00018665,0.99981
4,0.99639,0.00361426
2,0.99485,0.00515
2,0.00028024,0.99972
2,0.00015971,0.99984
1,5.5564e-05,0.99994
1,0.99371,0.00629
2,0.00012511,0.99987
3,0.00020516,0.99979
2,6.2633e-05,0.99994
2,9.7673e-05,0.9999
3,0.98515,0.01485
2,0.00013393,0.99987
1,0.00018025,0.99982
3,0.000498,0.9995
1,0.00016112,0.99984
3,0.00019191,0.99981
1,5.5277e-05,0.99994
2,0.00011382,0.99989
1,0.00010183,0.9999
3,0.0001483,0.99985
2,0.99697,0.00302519
3,0.00015005,0.99985
4,0.99819,0.0018132
2,0.00011483,0.99989
3,0.99432,0.00568
3,0.00030842,0.99969
2,0.00020077,0.9998
1,3.3505e-05,0.99997
1,2.8501e-05,0.99997
3,0.00063671,0.99936
2,0.00019864,0.9998
1,9.8837e-05,0.9999
1,3.3214e-05,0.99997
2,0.00033294,0.99967
3,6.6354e-05,0.99993
3,0.00018145,0.99982
2,5.7266e-05,0.99994
3,0.00016883,0.99983
2,0.00011382,0.99989
1,3.2055e-05,0.99997
3,0.9909,0.0091
3,0.00030251,0.9997
3,0.00010232,0.9999
1,1.9069e-05,0.99998
2,0.00019864,0.9998
3,0.00053237,0.99947
3,0.0003139,0.99969
1,9.0064e-05,0.99991
3,0.00018538,0.99981
1,8.3588e-05,0.99992
2,0.00012571,0.99987
1,6.054e-05,0.99994
1,8.6952e-05,0.99991
3,0.99111,0.00889
3,0.99694,0.00305523
2,0.98692,0.01308
1,5.8763e-05,0.99994
2,0.00020077,0.9998
2,0.00011066,0.99989
3,0.00028395,0.99972
2,0.00012274,0.99988
1,5.1697e-05,0.99995
1,8.4537e-05,0.99992
2,0.00011811,0.99988
2,0.00034841,0.99965
3,0.00025237,0.99975
1,0.00016399,0.99984
2,0.0001861,0.99981
3,7.6492e-05,0.99992
2,0.00019519,0.9998
2,0.99686,0.00313909
2,0.00010684,0.99989
2,0.00011605,0.99988
2,0.00023373,0.99977
3,6.8504e-05,0.99993
2,9.7673e-05,0.9999
1,0.0001391,0.99986
2,0.00031746,0.99968
1,9.2974e-05,0.99991
4,0.99841,0.00159436
1,9.7154e-05,0.9999
3,0.99819,0.00181217
3,0.00025657,0.99974
2,0.00017274,0.99983
2,0.99003,0.00997
1,0.00010183,0.9999
3,0.00033251,0.99967
3,0.99467,0.00533
3,0.99447,0.00553
3,0.00033251,0.99967
3,0.99871,0.00128822
3,0.00050163,0.9995
4,0.00022797,0.99977
4,0.00021928,0.99978
2,0.00031749,0.99968
3,0.00029196,0.99971
3,0.00020735,0.99979
4,0.99695,0.00305345
1,5.6153e-05,0.99994
1,8.1736e-05,0.99992
2,0.99558,0.00441892
1,9.0064e-05,0.99991
3,0.00050163,0.9995
2,0.00012511,0.99987
1,8.6952e-05,0.99991
2,0.0001861,0.99981
2,0.00011066,0.99989
1,0.00016249,0.99984
1,2.1081e-05,0.99998
3,0.00010182,0.9999
1,3.3866e-05,0.99997
3,0.00058851,0.99941
1,3.2288e-05,0.99997
1,3.0963e-05,0.99997
2,0.99431,0.00569
3,0.00019396,0.99981
2,0.00033655,0.99966
2,0.00010307,0.9999
1,0.00010679,0.99989
3,0.00047086,0.99953
2,0.00019517,0.9998
4,0.9985,0.00149992
2,0.99675,0.00325077
1,0.00015804,0.99984
2,0.00011937,0.99988
2,0.00049554,0.9995
2,0.999,0.00099804
3,9.9638e-05,0.9999
2,0.00020643,0.99979
2,0.9949,0.0051
3,0.00048435,0.99952
1,0.98981,0.01019
1,0.99428,0.00572
2,0.99104,0.00896
2,0.00012144,0.99988
1,0.99072,0.00928
3,0.00018665,0.99981
1,0.00013184,0.99987
2,8.381e-05,0.99992
4,0.9971,0.00290471
3,0.00011256,0.99989
2,0.00032656,0.99967
2,6.4428e-05,0.99994
3,0.00052608,0.99947
3,0.99686,0.00314112
2,0.0001546,0.99985
1,6.054e-05,0.99994
1,9.3448e-05,0.99991
2,0.00033714,0.99966
2,0.0001747,0.99983
3,0.00018494,0.99982
3,0.00018864,0.99981
1,9.9893e-05,0.9999
1,9.0064e-05,0.99991
2,0.99499,0.00501
3,0.00011256,0.99989
2,0.00010985,0.99989
1,0.00014421,0.99986
3,6.8853e-05,0.99993
3,0.00018558,0.99981
2,0.00032945,0.99967
0,0.97339,0.02661
2,0.00034248,0.99966
1,9.4455e-05,0.99991
1,2.8501e-05,0.99997
1,5.6153e-05,0.99994
3,0.00053055,0.99947
1,9.3448e-05,0.99991
3,0.0003139,0.99969
2,0.00021834,0.99978
3,0.99683,0.00317458
2,7.1987e-05,0.99993
3,0.00019396,0.99981
1,6.054e-05,0.99994
2,0.99129,0.00871
2,0.00019143,0.99981
3,0.00050163,0.9995
3,0.00010545,0.99989
1,8.6952e-05,0.99991
4,0.00019642,0.9998
2,0.00011703,0.99988
3,0.00058851,0.99941
2,8.381e-05,0.99992
3,0.99788,0.00211827
3,7.5683e-05,0.99992
3,6.4038e-05,0.99994
3,0.99026,0.00974
3,0.00056716,0.99943
1,0.00013944,0.99986
2,3.941e-05,0.99996
2,0.00031746,0.99968
3,0.00010232,0.9999
3,0.997,0.00299743
2,0.00031746,0.99968
3,0.00052057,0.99948
3,0.00018146,0.99982
2,0.00011856,0.99988
3,0.00053055,0.99947
2,0.00017969,0.99982
3,0.99808,0.00191647
1,6.7249e-05,0.99993
2,0.00011937,0.99988
2,0.00035213,0.99965
3,0.00028535,0.99971
3,0.99686,0.00314112
3,0.00019191,0.99981
2,9.7673e-05,0.9999
3,0.99816,0.00184351
3,0.00016413,0.99984
2,0.99686,0.0031388
2,0.99485,0.00515
3,0.9983,0.00169532
2,9.4951e-05,0.99991
2,0.00037246,0.99963
2,4.0816e-05,0.99996
3,0.0005948,0.99941
3,0.00027008,0.99973
1,5.3155e-05,0.99995
3,0.00044282,0.99956
4,0.9985,0.00149992
1,5.7762e-05,0.99994
2,0.00013897,0.99986
2,0.00012274,0.99988
4,0.99788,0.0021218
2,4.0816e-05,0.99996
4,0.00033359,0.99967
3,0.00032275,0.99968
2,0.00019311,0.99981
3,0.00048382,0.99952
1,0.00010183,0.9999
2,0.00011382,0.99989
3,0.0001736,0.99983
3,0.00018145,0.99982
1,0.00015363,0.99985
1,5.7151e-05,0.99994
2,0.99834,0.00165524
3,0.00052052,0.99948
2,0.00019311,0.99981
6,0.00027238,0.99973
0,0.98161,0.01839
2,0.00019864,0.9998
3,0.00028535,0.99971
2,0.00032656,0.99967
1,2.3172e-05,0.99998
4,0.00021132,0.99979
3,0.00030519,0.99969
2,0.00017969,0.99982
2,0.00027701,0.99972
1,5.0256e-05,0.99995
2,0.00019013,0.99981
3,0.0003139,0.99969
1,9.5471e-05,0.9999
3,0.0001834,0.99982
2,0.00011482,0.99989
1,9.6126e-05,0.9999
1,5.6158e-05,0.99994
2,0.00021834,0.99978
1,5.7151e-05,0.99994
2,0.00021143,0.99979
1,5.7762e-05,0.99994
2,0.00011703,0.99988
3,0.00030251,0.9997
3,0.9987,0.00130267
4,0.00093607,0.99906
3,0.00027334,0.99973
1,0.00010183,0.9999
1,9.7154e-05,0.9999
3,0.00053055,0.99947
3,0.0002596,0.99974
3,0.00034503,0.99965
1,5.5077e-05,0.99994
3,0.00056716,0.99943
3,0.99671,0.00329379
1,0.00016399,0.99984
3,0.00018145,0.99982
2,0.00030653,0.99969
3,0.99958,0.00041998
3,6.4505e-05,0.99994
3,0.99794,0.00205937
3,0.00012373,0.99988
3,0.99814,0.00186317
3,0.9972,0.00280059
3,0.00033251,0.99967
3,0.00018665,0.99981
2,0.00031746,0.99968
3,0.00018538,0.99981
1,0.00017042,0.99983
1,9.4447e-05,0.99991
1,9.0056e-05,0.99991
1,0.00011432,0.99989
2,0.00032945,0.99967
2,7.1987e-05,0.99993
2,0.00033886,0.99966
1,5.6153e-05,0.99994
3,0.00053543,0.99946
3,0.99794,0.00205937
3,0.00053543,0.99946
2,0.00022525,0.99977
2,0.00011482,0.99989
3,0.99903,0.00097
2,0.00034248,0.99966
3,6.8853e-05,0.99993
2,0.00019683,0.9998
4,0.99717,0.00282527
3,0.99766,0.00234362
3,0.0001434,0.99986
3,0.00010848,0.99989
4,0.00062901,0.99937
2,0.00011811,0.99988
3,0.99671,0.00329379
2,0.00032656,0.99967
3,0.00050168,0.9995
1,4.7263e-05,0.99995
2,0.00019143,0.99981
2,0.00012982,0.99987
3,0.00046626,0.99953
2,0.00017969,0.99982
1,9.5577e-05,0.9999
3,0.00048435,0.99952
4,0.9927,0.0073
1,5.7151e-05,0.99994
2,0.00028478,0.99972
1,4.7263e-05,0.99995
2,0.00011604,0.99988
2,0.99495,0.00505
2,0.99431,0.00569
3,0.00032275,0.99968
2,0.00019143,0.99981
2,0.00019864,0.9998
2,0.00033294,0.99967
2,0.99812,0.00188108
2,0.00020424,0.9998
3,0.00018864,0.99981
3,0.00010943,0.99989
2,0.00011937,0.99988
2,8.0767e-05,0.99992
2,8.381e-05,0.99992
2,0.00017468,0.99983
1,5.8763e-05,0.99994
3,0.9968,0.00320374
1,5.5077e-05,0.99994
1,0.00014682,0.99985
1,5.5077e-05,0.99994
3,0.99802,0.00198404
3,0.00016865,0.99983
2,0.0001861,0.99981
2,0.00031746,0.99968
1,0.00015363,0.99985
3,0.00032275,0.99968
2,0.00018652,0.99981
2,5.2139e-05,0.99995
3,0.99832,0.00167742
2,0.00034841,0.99965
2,6.4428e-05,0.99994
3,0.9978,0.00219584
3,0.00011377,0.99989
3,0.00030516,0.99969
2,0.99499,0.00501
3,9.3087e-05,0.99991
2,0.00032942,0.99967
2,0.00011937,0.99988
2,0.99789,0.00211089
3,0.00058851,0.99941
3,0.00010545,0.99989
2,0.00012274,0.99988
2,0.00017949,0.99982
2,0.9949,0.0051
2,0.00011382,0.99989
2,6.6728e-05,0.99993
1,3.8289e-05,0.99996
1,9.9893e-05,0.9999
2,6.2633e-05,0.99994
2,0.9949,0.0051
1,2.0889e-05,0.99998
2,0.00019311,0.99981
3,0.99683,0.00317458
3,0.00011377,0.99989
2,0.00011382,0.99989
3,0.99467,0.00533
2,0.00034664,0.99965
2,0.99513,0.00487126
2,0.00010736,0.99989
3,0.99674,0.00326498
1,5.5282e-05,0.99994
3,0.99462,0.00538
4,0.00033359,0.99967
1,0.00015363,0.99985
1,3.429e-05,0.99997
2,0.99807,0.00193489
1,0.00010566,0.99989
2,4.3568e-05,0.99996
2,6.2564e-05,0.99994
3,0.00050163,0.9995
2,0.00020424,0.9998
3,0.00031104,0.99969
2,0.00019864,0.9998
3,0.00011153,0.99989
2,0.00028744,0.99971
3,0.00011697,0.99988
2,0.00032656,0.99967
1,6.282e-05,0.99994
1,0.00015944,0.99984
5,9.0491e-05,0.99991
2,0.00018475,0.99982
2,0.99581,0.00418811
2,7.8291e-05,0.99992
2,0.00011483,0.99989
3,0.00018145,0.99982
1,9.2637e-05,0.99991
1,0.00014834,0.99985
3,0.00044282,0.99956
2,0.9948,0.0052
2,0.00010387,0.9999
3,0.00018864,0.99981
2,0.00020424,0.9998
5,0.00020656,0.99979
2,0.0001597,0.99984
1,3.3863e-05,0.99997
1,5.7762e-05,0.99994
3,0.00047091,0.99953
3,0.9969,0.00310348
2,0.00020424,0.9998
3,0.00018864,0.99981
3,0.99671,0.00329379
2,0.9943,0.0057
2,0.00019751,0.9998
1,0.98167,0.01833
2,0.00028814,0.99971
4,0.00018136,0.99982
3,0.00010182,0.9999
3,0.99671,0.00329379
2,4.8796e-05,0.99995
2,0.00017468,0.99983
2,0.98616,0.01384
3,0.00011256,0.99989
2,0.00012511,0.99987
1,0.00011311,0.99989
2,0.00010307,0.9999
1,9.8837e-05,0.9999
1,4.3909e-05,0.99996
1,3.4833e-05,0.99997
1,6.3492e-05,0.99994
2,0.99378,0.00622
2,0.00033577,0.99966
2,0.00032945,0.99967
3,6.4505e-05,0.99994
1,0.00013562,0.99986
3,0.99547,0.00453174
0,0.94591,0.05409
3,0.00053543,0.99946
2,0.99714,0.00286097
1,3.4465e-05,0.99997
3,0.00020516,0.99979
1,3.5257e-05,0.99996
1,9.9893e-05,0.9999
2,0.00031746,0.99968
2,0.0001747,0.99983
2,6.6245e-05,0.99993
3,0.99431,0.00569
1,2.0961e-05,0.99998
3,0.99616,0.0038363
3,0.00010545,0.99989
3,0.99661,0.00338788
2,0.00022525,0.99977
3,0.99617,0.00382633
2,0.0004903,0.99951
3,0.00018665,0.99981
2,0.00030803,0.99969
2,0.00034841,0.99965
1,0.00015804,0.99984
1,3.4833e-05,0.99997
1,2.94e-05,0.99997
1,9.3448e-05,0.99991
2,0.99499,0.00501
3,0.9912,0.0088
2,0.00038357,0.99962
2,0.00022068,0.99978
3,0.99028,0.00972
3,0.99513,0.00487428
1,0.00014834,0.99985
6,0.00012185,0.99988
3,9.8883e-05,0.9999
1,5.3547e-05,0.99995
3,0.00052057,0.99948
2,0.00020424,0.9998
2,0.00021042,0.99979
3,0.000516,0.99948
1,0.00017371,0.99983
1,5.5559e-05,0.99994
3,0.000516,0.99948
3,0.00050168,0.9995
1,9.6126e-05,0.9999
1,0.00010679,0.99989
2,0.00033714,0.99966
3,0.00011256,0.99989
3,0.0005948,0.99941
2,0.00012982,0.99987
2,0.00021834,0.99978
3,0.99649,0.00350838
3,0.99683,0.00317458
1,5.6861e-05,0.99994
1,8.453e-05,0.99992
3,6.6941e-05,0.99993
3,0.00010944,0.99989
4,0.99737,0.0026282
2,4.9404e-05,0.99995
2,0.99129,0.00871
3,0.00010943,0.99989
1,3.6508e-05,0.99996
2,0.00010387,0.9999
3,0.00018665,0.99981
3,6.4038e-05,0.99994
2,0.00010684,0.99989
2,6.864e-05,0.99993
3,0.99452,0.00548
3,0.00018053,0.99982
1,2.0496e-05,0.99998
2,6.6728e-05,0.99993
2,0.99129,0.00871
3,7.0795e-05,0.99993
6,0.00050267,0.9995
3,0.99515,0.00484967
2,0.99686,0.00313909
3,0.00047086,0.99953
2,0.00019517,0.9998
3,0.00050163,0.9995
3,0.00018494,0.99982
2,0.00036066,0.99964
1,9.2637e-05,0.99991
2,0.00027243,0.99973
2,0.99901,0.0009875
6,8.5631e-05,0.99991
3,0.99813,0.00187387
3,0.00018538,0.99981
2,6.864e-05,0.99993
1,0.00018218,0.99982
1,5.3547e-05,0.99995
5,0.00055621,0.99944
3,0.00028395,0.99972
3,0.0003139,0.99969
3,0.99547,0.00453174
2,6.864e-05,0.99993
3,0.00018558,0.99981
2,0.99549,0.00451007
1,3.3505e-05,0.99997
5,0.00012927,0.99987
3,0.00030516,0.99969
1,7.7279e-05,0.99992
3,0.00029196,0.99971
2,0.00016428,0.99984
3,0.00018665,0.99981
3,0.00058851,0.99941
2,0.99504,0.00495524
3,0.00054115,0.99946
3,0.00017486,0.99983
2,0.00012982,0.99987
